County,Year-Month,Value,AQI,Pollutant
Monterey.1234,12/1/2018,11.169565,44,42602
Napa.154,1/1/2018,12.173913,50,42602
Napa.234,2/1/2018,11.473913,35,42602
Napa.334,3/1/2018,8.391304,35,42602
Napa.434,4/1/2018,5.9565215,39,42602
Napa.534,5/1/2018,3.952174,34,42602
Napa.634,6/1/2018,4.416667,39,42602
Napa.734,7/1/2018,4.456522,33,42602
Napa.834,8/1/2018,5.047826,53,42602
Napa.934,9/1/2018,6.008696,42,42602
Napa.1034,10/1/2018,9.671739,31,42602
Napa.1134,11/1/2018,16.652174,54,42602
Napa.1234,12/1/2018,10.8,40,42602
Nevada.154,1/1/2018,12.782609,52,42602
Nevada.234,2/1/2018,12.043478,37,42602
Nevada.334,3/1/2018,9.117391,35,42602
Nevada.434,4/1/2018,6.493478,39,42602
Nevada.534,5/1/2018,4.078947,34,42602
Nevada.634,6/1/2018,4.619565,40,42602
Nevada.734,7/1/2018,4.621739,35,42602
Nevada.834,8/1/2018,5.302174,53,42602
Nevada.934,9/1/2018,6.4152175,42,42602
Nevada.1034,10/1/2018,9.821739,33,42602
Nevada.1134,11/1/2018,16.8630435,55,42602
Nevada.1234,12/1/2018,11.303261,40,42602
Orange.154,1/1/2018,11.830435,50,42602
Orange.234,2/1/2018,11.313043,35,42602
Orange.334,3/1/2018,8.269565,35,42602
Orange.434,4/1/2018,5.826087,39,42602
Orange.534,5/1/2018,3.9,35,42602
Orange.634,6/1/2018,4.3,38,42602
Orange.734,7/1/2018,4.356522,33,42602
Orange.834,8/1/2018,4.865217,54,42602
Orange.934,9/1/2018,5.882609,40,42602
Orange.1034,10/1/2018,9.626087,32,42602
Orange.1134,11/1/2018,16.532609,53,42602
Orange.1234,12/1/2018,10.66087,40,42602
Placer.154,1/1/2018,13.217391,52,42602
Placer.234,2/1/2018,12.856522,38,42602
Placer.334,3/1/2018,9.347826,35,42602
Placer.434,4/1/2018,6.6608695,39,42602
Placer.534,5/1/2018,4.213043,34,42602
Placer.634,6/1/2018,5.186364,40,42602
Placer.734,7/1/2018,5.1304345,34,42602
Placer.834,8/1/2018,5.7326085,53,42602
Placer.934,9/1/2018,6.9369565,42,42602
Placer.1034,10/1/2018,10.5,34,42602
Placer.1134,11/1/2018,17.63913,56,42602
Placer.1234,12/1/2018,11.673913,42,42602
Plumas.154,1/1/2018,12.697826,52,42602
Plumas.234,2/1/2018,12.217391,40,42602
Plumas.334,3/1/2018,9.095652,35,42602
Plumas.434,4/1/2018,6.3608695,38,42602
Plumas.534,5/1/2018,3.917391,32,42602
Plumas.634,6/1/2018,4.593478,40,42602
Plumas.734,7/1/2018,4.591304,35,42602
Plumas.834,8/1/2018,5.134783,54,42602
Plumas.934,9/1/2018,6.378261,42,42602
Plumas.1034,10/1/2018,9.9066205,33,42602
Plumas.1134,11/1/2018,17.297826,57,42602
Plumas.1234,12/1/2018,11.043478,43.5,42602
Riverside.154,1/1/2018,12.173913,50,42602
Riverside.234,2/1/2018,11.473913,35,42602
Riverside.334,3/1/2018,8.391304,35,42602
Riverside.434,4/1/2018,5.9565215,39,42602
Riverside.534,5/1/2018,3.952174,34,42602
Riverside.634,6/1/2018,4.416667,38,42602
Riverside.734,7/1/2018,4.456522,33,42602
Riverside.834,8/1/2018,5.047826,54,42602
Riverside.934,9/1/2018,6.008696,40,42602
Riverside.1034,10/1/2018,9.671739,32,42602
Riverside.1134,11/1/2018,16.652174,53,42602
Riverside.1234,12/1/2018,10.8,40,42602
Sacramento.154,1/1/2018,12.740119,50,42602
Sacramento.234,2/1/2018,12.256522,35,42602
Sacramento.334,3/1/2018,9.13913,35,42602
Sacramento.434,4/1/2018,6.443478,39,42602
Sacramento.534,5/1/2018,4.063158,34,42602
Sacramento.634,6/1/2018,4.785771,40,42602
Sacramento.734,7/1/2018,4.721739,33,42602
Sacramento.834,8/1/2018,5.343478,53,42602
Sacramento.934,9/1/2018,6.456522,42,42602
Sacramento.1034,10/1/2018,9.904545,32,42602
Sacramento.1134,11/1/2018,16.814073,54,42602
Sacramento.1234,12/1/2018,11.169565,40,42602
San Benito.154,1/1/2018,12.697826,52,42602
San Benito.234,2/1/2018,12.217391,38,42602
San Benito.334,3/1/2018,9.095652,35,42602
San Benito.434,4/1/2018,6.3608695,39,42602
San Benito.534,5/1/2018,3.917391,34,42602
San Benito.634,6/1/2018,4.593478,40,42602
San Benito.734,7/1/2018,4.591304,35,42602
San Benito.834,8/1/2018,5.134783,53,42602
San Benito.934,9/1/2018,6.378261,42,42602
San Benito.1034,10/1/2018,9.9066205,33,42602
San Benito.1134,11/1/2018,17.297826,55,42602
San Benito.1234,12/1/2018,11.043478,42,42602
San Bernardino.154,1/1/2018,11.830435,50,42602
San Bernardino.234,2/1/2018,11.343478,35,42602
San Bernardino.334,3/1/2018,8.291304,35,42602
San Bernardino.434,4/1/2018,5.834783,39,42602
San Bernardino.534,5/1/2018,3.897826,35,42602
San Bernardino.634,6/1/2018,4.326087,38,42602
San Bernardino.734,7/1/2018,4.373913,33,42602
San Bernardino.834,8/1/2018,4.922727,54,42602
San Bernardino.934,9/1/2018,5.904348,40,42602
San Bernardino.1034,10/1/2018,9.595652,32,42602
San Bernardino.1134,11/1/2018,16.309091,53,42602
San Bernardino.1234,12/1/2018,10.613043,40,42602
San Diego.154,1/1/2018,12.047826,53,42602
San Diego.234,2/1/2018,11.091304,41,42602
San Diego.334,3/1/2018,8.348587,36,42602
San Diego.434,4/1/2018,6.1130435,39,42602
San Diego.534,5/1/2018,3.886957,35,42602
San Diego.634,6/1/2018,4.530435,40,42602
San Diego.734,7/1/2018,4.591304,35,42602
San Diego.834,8/1/2018,5.2363635,54,42602
San Diego.934,9/1/2018,6.3108695,42,42602
San Diego.1034,10/1/2018,9.63913,35,42602
San Diego.1134,11/1/2018,16.028261,58.5,42602
San Diego.1234,12/1/2018,10.504348,45.5,42602
San Francisco.154,1/1/2018,12.711848,50,42602
San Francisco.234,2/1/2018,11.96087,36,42602
San Francisco.334,3/1/2018,8.808696,35,42602
San Francisco.434,4/1/2018,6.186957,39,42602
San Francisco.534,5/1/2018,4.063158,34,42602
San Francisco.634,6/1/2018,4.586957,40,42602
San Francisco.734,7/1/2018,4.591304,33,42602
San Francisco.834,8/1/2018,5.2630435,53,42602
San Francisco.934,9/1/2018,6.395652,42,42602
San Francisco.1034,10/1/2018,9.804348,33,42602
San Francisco.1134,11/1/2018,16.69617,55,42602
San Francisco.1234,12/1/2018,10.952174,40,42602
San Joaquin.154,1/1/2018,11.96087,50,42602
San Joaquin.234,2/1/2018,11.247826,35,42602
San Joaquin.334,3/1/2018,8.291304,35,42602
San Joaquin.434,4/1/2018,5.826087,39,42602
San Joaquin.534,5/1/2018,3.895652,35,42602
San Joaquin.634,6/1/2018,4.3,39,42602
San Joaquin.734,7/1/2018,4.3652175,33,42602
San Joaquin.834,8/1/2018,4.869565,54,42602
San Joaquin.934,9/1/2018,5.86087,41,42602
San Joaquin.1034,10/1/2018,9.422727,32,42602
San Joaquin.1134,11/1/2018,16.309091,54,42602
San Joaquin.1234,12/1/2018,10.613043,40,42602
San Luis Obispo.154,1/1/2018,13.173913,52,42602
San Luis Obispo.234,2/1/2018,12.717391,40,42602
San Luis Obispo.334,3/1/2018,9.326087,36,42602
San Luis Obispo.434,4/1/2018,6.6326085,39,42602
San Luis Obispo.534,5/1/2018,4.213043,35,42602
San Luis Obispo.634,6/1/2018,5.175593,40,42602
San Luis Obispo.734,7/1/2018,5.117391,35,42602
San Luis Obispo.834,8/1/2018,5.7326085,54,42602
San Luis Obispo.934,9/1/2018,6.895652,42,42602
San Luis Obispo.1034,10/1/2018,10.495652,33,42602
San Luis Obispo.1134,11/1/2018,17.304348,57,42602
San Luis Obispo.1234,12/1/2018,11.517391,43.5,42602
San Mateo.154,1/1/2018,12.769565,52,42602
San Mateo.234,2/1/2018,11.965217,38,42602
San Mateo.334,3/1/2018,9.030435,35,42602
San Mateo.434,4/1/2018,6.4282605,39,42602
San Mateo.534,5/1/2018,4.091304,34,42602
San Mateo.634,6/1/2018,4.63913,40,42602
San Mateo.734,7/1/2018,4.640909,34,42602
San Mateo.834,8/1/2018,5.3326085,53,42602
San Mateo.934,9/1/2018,6.421739,42,42602
San Mateo.1034,10/1/2018,9.813043,33,42602
San Mateo.1134,11/1/2018,16.730435,55,42602
San Mateo.1234,12/1/2018,11.091304,42,42602
Santa Barbara.154,1/1/2018,13.217391,53,42602
Santa Barbara.234,2/1/2018,12.856522,41,42602
Santa Barbara.334,3/1/2018,9.610771,35,42602
Santa Barbara.434,4/1/2018,6.9413045,39,42602
Santa Barbara.534,5/1/2018,4.352174,34,42602
Santa Barbara.634,6/1/2018,5.3543475,40,42602
Santa Barbara.734,7/1/2018,5.222727,35,42602
Santa Barbara.834,8/1/2018,5.826087,54,42602
Santa Barbara.934,9/1/2018,7,42,42602
Santa Barbara.1034,10/1/2018,10.7586955,35,42602
Santa Barbara.1134,11/1/2018,17.7978265,58,42602
Santa Barbara.1234,12/1/2018,11.826087,45.5,42602
Santa Clara.154,1/1/2018,12.769565,51,42602
Santa Clara.234,2/1/2018,11.965217,36,42602
Santa Clara.334,3/1/2018,9.030435,35,42602
Santa Clara.434,4/1/2018,6.4282605,39,42602
Santa Clara.534,5/1/2018,4.091304,34,42602
Santa Clara.634,6/1/2018,4.63913,40,42602
Santa Clara.734,7/1/2018,4.640909,33,42602
Santa Clara.834,8/1/2018,5.3326085,53,42602
Santa Clara.934,9/1/2018,6.421739,42,42602
Santa Clara.1034,10/1/2018,9.813043,33,42602
Santa Clara.1134,11/1/2018,16.730435,55,42602
Santa Clara.1234,12/1/2018,11.091304,40,42602
Santa Cruz.154,1/1/2018,13.3804345,50,42602
Santa Cruz.234,2/1/2018,12.878261,37,42602
Santa Cruz.334,3/1/2018,9.626087,35,42602
Santa Cruz.434,4/1/2018,6.7586955,39,42602
Santa Cruz.534,5/1/2018,4.311067,34,42602
Santa Cruz.634,6/1/2018,5.128261,41,42602
Santa Cruz.734,7/1/2018,4.873913,34,42602
Santa Cruz.834,8/1/2018,5.686957,53,42602
Santa Cruz.934,9/1/2018,6.8955535,42,42602
Santa Cruz.1034,10/1/2018,10.421739,32,42602
Santa Cruz.1134,11/1/2018,17.569565,55,42602
Santa Cruz.1234,12/1/2018,11.704348,40,42602
Shasta.154,1/1/2018,13.308696,53,42602
Shasta.234,2/1/2018,12.565217,41,42602
Shasta.334,3/1/2018,9.347826,35,42602
Shasta.434,4/1/2018,6.6137445,38,42602
Shasta.534,5/1/2018,4.2,32,42602
Shasta.634,6/1/2018,5.175593,40,42602
Shasta.734,7/1/2018,4.8847825,35,42602
Shasta.834,8/1/2018,5.682609,55,42602
Shasta.934,9/1/2018,6.9130435,42,42602
Shasta.1034,10/1/2018,10.491304,34,42602
Shasta.1134,11/1/2018,17.569565,58.5,42602
Shasta.1234,12/1/2018,11.704348,47,42602
Sierra.154,1/1/2018,12.047826,53,42602
Sierra.234,2/1/2018,11.091304,42,42602
Sierra.334,3/1/2018,8.348587,35,42602
Sierra.434,4/1/2018,6.1130435,39,42602
Sierra.534,5/1/2018,3.886957,34,42602
Sierra.634,6/1/2018,4.530435,40,42602
Sierra.734,7/1/2018,4.591304,35,42602
Sierra.834,8/1/2018,5.2363635,54,42602
Sierra.934,9/1/2018,6.3108695,42,42602
Sierra.1034,10/1/2018,9.63913,35,42602
Sierra.1134,11/1/2018,16.028261,58.5,42602
Sierra.1234,12/1/2018,10.504348,45.5,42602
Siskiyou.154,1/1/2018,13.3804345,52,42602
Siskiyou.234,2/1/2018,12.878261,40.5,42602
Siskiyou.334,3/1/2018,9.626087,35,42602
Siskiyou.434,4/1/2018,6.9413045,38,42602
Siskiyou.534,5/1/2018,4.413043,34,42602
Siskiyou.634,6/1/2018,5.42253,40,42602
Siskiyou.734,7/1/2018,5.197826,35,42602
Siskiyou.834,8/1/2018,5.8838045,55,42602
Siskiyou.934,9/1/2018,7.1130435,41,42602
Siskiyou.1034,10/1/2018,10.752174,33,42602
Siskiyou.1134,11/1/2018,17.8195655,58.5,42602
Siskiyou.1234,12/1/2018,11.8913045,47.5,42602
Solano.154,1/1/2018,11.96087,50,42602
Solano.234,2/1/2018,11.215217,35,42602
Solano.334,3/1/2018,8.291304,35,42602
Solano.434,4/1/2018,5.826087,39,42602
Solano.534,5/1/2018,3.9,34,42602
Solano.634,6/1/2018,4.3,39,42602
Solano.734,7/1/2018,4.369565,33,42602
Solano.834,8/1/2018,4.917391,53,42602
Solano.934,9/1/2018,5.882609,42,42602
Solano.1034,10/1/2018,9.413043,31,42602
Solano.1134,11/1/2018,16.098188,54,42602
Solano.1234,12/1/2018,10.6,40,42602
Sonoma.154,1/1/2018,12.740119,52,42602
Sonoma.234,2/1/2018,11.608696,38,42602
Sonoma.334,3/1/2018,8.717391,35,42602
Sonoma.434,4/1/2018,6.108696,39,42602
Sonoma.534,5/1/2018,3.973913,33.5,42602
Sonoma.634,6/1/2018,4.6,40,42602
Sonoma.734,7/1/2018,4.613043,35,42602
Sonoma.834,8/1/2018,5.2577075,54,42602
Sonoma.934,9/1/2018,6.421739,42,42602
Sonoma.1034,10/1/2018,9.704348,33,42602
Sonoma.1134,11/1/2018,16.4326085,56,42602
Sonoma.1234,12/1/2018,10.608696,42,42602
Stanislaus.154,1/1/2018,13.3804345,52,42602
Stanislaus.234,2/1/2018,12.878261,38,42602
Stanislaus.334,3/1/2018,9.626087,35,42602
Stanislaus.434,4/1/2018,6.9413045,39,42602
Stanislaus.534,5/1/2018,4.413043,34,42602
Stanislaus.634,6/1/2018,5.42253,40,42602
Stanislaus.734,7/1/2018,5.197826,34,42602
Stanislaus.834,8/1/2018,5.8838045,53,42602
Stanislaus.934,9/1/2018,7.1130435,42,42602
Stanislaus.1034,10/1/2018,10.752174,33,42602
Stanislaus.1134,11/1/2018,17.8195655,55,42602
Stanislaus.1234,12/1/2018,11.8913045,41,42602
Sutter.154,1/1/2018,13.3804345,52,42602
Sutter.234,2/1/2018,12.878261,38,42602
Sutter.334,3/1/2018,9.626087,35,42602
Sutter.434,4/1/2018,6.9413045,39,42602
Sutter.534,5/1/2018,4.413043,34,42602
Sutter.634,6/1/2018,5.42253,40,42602
Sutter.734,7/1/2018,5.197826,35,42602
Sutter.834,8/1/2018,5.8838045,54,42602
Sutter.934,9/1/2018,7.1130435,42,42602
Sutter.1034,10/1/2018,10.752174,33,42602
Sutter.1134,11/1/2018,17.8195655,56,42602
Sutter.1234,12/1/2018,11.8913045,42,42602
Tehama.154,1/1/2018,13.308696,52,42602
Tehama.234,2/1/2018,12.565217,36.5,42602
Tehama.334,3/1/2018,9.347826,36,42602
Tehama.434,4/1/2018,6.6137445,40,42602
Tehama.534,5/1/2018,4.2,35,42602
Tehama.634,6/1/2018,5.175593,40,42602
Tehama.734,7/1/2018,4.8847825,35,42602
Tehama.834,8/1/2018,5.682609,53,42602
Tehama.934,9/1/2018,6.9130435,43,42602
Tehama.1034,10/1/2018,10.491304,33,42602
Tehama.1134,11/1/2018,17.569565,55,42602
Tehama.1234,12/1/2018,11.704348,40,42602
Trinity.154,1/1/2018,12.843478,54,42602
Trinity.234,2/1/2018,12.26087,43,42602
Trinity.334,3/1/2018,8.845652,35,42602
Trinity.434,4/1/2018,6.4630435,38,42602
Trinity.534,5/1/2018,4.0873185,32,42602
Trinity.634,6/1/2018,4.93913,40,42602
Trinity.734,7/1/2018,4.843478,35,42602
Trinity.834,8/1/2018,5.443478,55,42602
Trinity.934,9/1/2018,6.646413,42,42602
Trinity.1034,10/1/2018,10.0826085,35,42602
Trinity.1134,11/1/2018,16.9434785,58.5,42602
Trinity.1234,12/1/2018,11.269565,47.5,42602
Tulare.154,1/1/2018,13.3804345,51,42602
Tulare.234,2/1/2018,12.878261,37,42602
Tulare.334,3/1/2018,9.626087,35,42602
Tulare.434,4/1/2018,6.7586955,39,42602
Tulare.534,5/1/2018,4.311067,34,42602
Tulare.634,6/1/2018,5.128261,40,42602
Tulare.734,7/1/2018,4.873913,34,42602
Tulare.834,8/1/2018,5.686957,53,42602
Tulare.934,9/1/2018,6.8955535,42,42602
Tulare.1034,10/1/2018,10.421739,33,42602
Tulare.1134,11/1/2018,17.569565,55,42602
Tulare.1234,12/1/2018,11.704348,40,42602
Tuolumne.154,1/1/2018,13.217391,53,42602
Tuolumne.234,2/1/2018,12.856522,41,42602
Tuolumne.334,3/1/2018,9.347826,35,42602
Tuolumne.434,4/1/2018,6.6608695,39,42602
Tuolumne.534,5/1/2018,4.213043,34,42602
Tuolumne.634,6/1/2018,5.186364,40,42602
Tuolumne.734,7/1/2018,5.1304345,35,42602
Tuolumne.834,8/1/2018,5.7326085,54,42602
Tuolumne.934,9/1/2018,6.9369565,42,42602
Tuolumne.1034,10/1/2018,10.5,35,42602
Tuolumne.1134,11/1/2018,17.63913,58,42602
Tuolumne.1234,12/1/2018,11.673913,45.5,42602
Ventura.154,1/1/2018,12.740119,52,42602
Ventura.234,2/1/2018,12.256522,38,42602
Ventura.334,3/1/2018,9.13913,35,42602
Ventura.434,4/1/2018,6.443478,39,42602
Ventura.534,5/1/2018,4.063158,34,42602
Ventura.634,6/1/2018,4.785771,40,42602
Ventura.734,7/1/2018,4.721739,34,42602
Ventura.834,8/1/2018,5.343478,53,42602
Ventura.934,9/1/2018,6.456522,43,42602
Ventura.1034,10/1/2018,9.904545,34,42602
Ventura.1134,11/1/2018,16.814073,55,42602
Ventura.1234,12/1/2018,11.169565,42,42602
Yolo.154,1/1/2018,12.847826,50,42602
Yolo.234,2/1/2018,12.2630435,35,42602
Yolo.334,3/1/2018,9.143478,35,42602
Yolo.434,4/1/2018,6.491304,39,42602
Yolo.534,5/1/2018,4.136842,35,42602
Yolo.634,6/1/2018,4.826087,39,42602
Yolo.734,7/1/2018,4.704348,33,42602
Yolo.834,8/1/2018,5.4099035,53,42602
Yolo.934,9/1/2018,6.522233,42,42602
Yolo.1034,10/1/2018,9.9066205,32,42602
Yolo.1134,11/1/2018,17.0086955,54,42602
Yolo.1234,12/1/2018,11.347826,40,42602
Yuba.154,1/1/2018,13.3804345,52,42602
Yuba.234,2/1/2018,12.878261,38,42602
Yuba.334,3/1/2018,9.626087,35,42602
Yuba.434,4/1/2018,6.9413045,39,42602
Yuba.534,5/1/2018,4.413043,34,42602
Yuba.634,6/1/2018,5.42253,40,42602
Yuba.734,7/1/2018,5.197826,35,42602
Yuba.834,8/1/2018,5.8838045,54,42602
Yuba.934,9/1/2018,7.1130435,42,42602
Yuba.1034,10/1/2018,10.752174,33,42602
Yuba.1134,11/1/2018,17.8195655,56,42602
Yuba.1234,12/1/2018,11.8913045,42,42602
Alameda.164,1/1/2018,0.012647,50,44201
Alameda.244,2/1/2018,0.024176,36,44201
Alameda.344,3/1/2018,0.027471,35,44201
Alameda.444,4/1/2018,0.033765,39,44201
Alameda.544,5/1/2018,0.031941,34,44201
Alameda.644,6/1/2018,0.029824,40,44201
Alameda.744,7/1/2018,0.025941,33,44201
Alameda.844,8/1/2018,0.028412,53,44201
Alameda.944,9/1/2018,0.0274415,42,44201
Alameda.1044,10/1/2018,0.024059,33,44201
Alameda.1144,11/1/2018,0.017941,55,44201
Alameda.1244,12/1/2018,0.014235,40,44201
Alpine.164,1/1/2018,0.012824,52,44201
Alpine.244,2/1/2018,0.024294,38,44201
Alpine.344,3/1/2018,0.0279115,35,44201
Alpine.444,4/1/2018,0.034235,39,44201
Alpine.544,5/1/2018,0.032176,34,44201
Alpine.644,6/1/2018,0.029882,40,44201
Alpine.744,7/1/2018,0.0259705,35,44201
Alpine.844,8/1/2018,0.0290295,54,44201
Alpine.944,9/1/2018,0.027647,42,44201
Alpine.1044,10/1/2018,0.024059,33,44201
Alpine.1144,11/1/2018,0.017706,56,44201
Alpine.1244,12/1/2018,0.013853,42,44201
Amador.164,1/1/2018,0.012824,52,44201
Amador.244,2/1/2018,0.024294,38,44201
Amador.344,3/1/2018,0.027882,35,44201
Amador.444,4/1/2018,0.033765,39,44201
Amador.544,5/1/2018,0.032,34,44201
Amador.644,6/1/2018,0.029941,40,44201
Amador.744,7/1/2018,0.026188,34,44201
Amador.844,8/1/2018,0.0286695,53,44201
Amador.944,9/1/2018,0.027529,42,44201
Amador.1044,10/1/2018,0.024059,34,44201
Amador.1144,11/1/2018,0.018,56,44201
Amador.1244,12/1/2018,0.014294,42,44201
Butte.164,1/1/2018,0.013,53,44201
Butte.244,2/1/2018,0.024471,41,44201
Butte.344,3/1/2018,0.028059,35,44201
Butte.444,4/1/2018,0.034294,39,44201
Butte.544,5/1/2018,0.032294,34,44201
Butte.644,6/1/2018,0.0302055,40,44201
Butte.744,7/1/2018,0.026412,35,44201
Butte.844,8/1/2018,0.029588,54,44201
Butte.944,9/1/2018,0.0280885,42,44201
Butte.1044,10/1/2018,0.024412,35,44201
Butte.1144,11/1/2018,0.017765,58.5,44201
Butte.1244,12/1/2018,0.014118,45.5,44201
Calaveras.164,1/1/2018,0.012588,52,44201
Calaveras.244,2/1/2018,0.024118,38,44201
Calaveras.344,3/1/2018,0.027353,35,44201
Calaveras.444,4/1/2018,0.033353,39,44201
Calaveras.544,5/1/2018,0.031824,34,44201
Calaveras.644,6/1/2018,0.029412,40,44201
Calaveras.744,7/1/2018,0.025235,35,44201
Calaveras.844,8/1/2018,0.027706,54,44201
Calaveras.944,9/1/2018,0.026941,42,44201
Calaveras.1044,10/1/2018,0.023529,33,44201
Calaveras.1144,11/1/2018,0.017824,56,44201
Calaveras.1244,12/1/2018,0.013882,42,44201
Colusa.164,1/1/2018,0.012647,52,44201
Colusa.244,2/1/2018,0.024118,38,44201
Colusa.344,3/1/2018,0.027471,35,44201
Colusa.444,4/1/2018,0.033353,39,44201
Colusa.544,5/1/2018,0.031882,34,44201
Colusa.644,6/1/2018,0.029471,40,44201
Colusa.744,7/1/2018,0.025588,35,44201
Colusa.844,8/1/2018,0.028118,54,44201
Colusa.944,9/1/2018,0.027235,42,44201
Colusa.1044,10/1/2018,0.023824,33,44201
Colusa.1144,11/1/2018,0.017941,56,44201
Colusa.1244,12/1/2018,0.014235,42,44201
Contra Costa.164,1/1/2018,0.012588,51,44201
Contra Costa.244,2/1/2018,0.024353,35,44201
Contra Costa.344,3/1/2018,0.027941,35,44201
Contra Costa.444,4/1/2018,0.033824,39,44201
Contra Costa.544,5/1/2018,0.032176,34,44201
Contra Costa.644,6/1/2018,0.030176,39,44201
Contra Costa.744,7/1/2018,0.026529,33,44201
Contra Costa.844,8/1/2018,0.029412,53,44201
Contra Costa.944,9/1/2018,0.027941,42,44201
Contra Costa.1044,10/1/2018,0.024353,32,44201
Contra Costa.1144,11/1/2018,0.018412,54,44201
Contra Costa.1244,12/1/2018,0.0143825,40,44201
Del Norte.164,1/1/2018,0.012441,54,44201
Del Norte.244,2/1/2018,0.0233235,43,44201
Del Norte.344,3/1/2018,0.026765,35,44201
Del Norte.444,4/1/2018,0.0328825,38,44201
Del Norte.544,5/1/2018,0.031353,34,44201
Del Norte.644,6/1/2018,0.0294415,40,44201
Del Norte.744,7/1/2018,0.025647,35,44201
Del Norte.844,8/1/2018,0.0283235,55,44201
Del Norte.944,9/1/2018,0.0269705,42,44201
Del Norte.1044,10/1/2018,0.023059,35,44201
Del Norte.1144,11/1/2018,0.017647,58.5,44201
Del Norte.1244,12/1/2018,0.013059,47.5,44201
El Dorado.164,1/1/2018,0.012588,52,44201
El Dorado.244,2/1/2018,0.024118,38,44201
El Dorado.344,3/1/2018,0.027471,35,44201
El Dorado.444,4/1/2018,0.0338825,39,44201
El Dorado.544,5/1/2018,0.032,34,44201
El Dorado.644,6/1/2018,0.0294415,40,44201
El Dorado.744,7/1/2018,0.0250295,35,44201
El Dorado.844,8/1/2018,0.027882,54,44201
El Dorado.944,9/1/2018,0.026941,42,44201
El Dorado.1044,10/1/2018,0.0233825,33,44201
El Dorado.1144,11/1/2018,0.017706,56,44201
El Dorado.1244,12/1/2018,0.0137945,42,44201
Fresno.164,1/1/2018,0.012588,49,44201
Fresno.244,2/1/2018,0.024118,37,44201
Fresno.344,3/1/2018,0.027471,35,44201
Fresno.444,4/1/2018,0.0338825,39,44201
Fresno.544,5/1/2018,0.032,34,44201
Fresno.644,6/1/2018,0.0294415,41,44201
Fresno.744,7/1/2018,0.0250295,34,44201
Fresno.844,8/1/2018,0.027882,53,44201
Fresno.944,9/1/2018,0.026941,42,44201
Fresno.1044,10/1/2018,0.0233825,33,44201
Fresno.1144,11/1/2018,0.017706,55,44201
Fresno.1244,12/1/2018,0.0137945,40,44201
Glenn.164,1/1/2018,0.013412,54,44201
Glenn.244,2/1/2018,0.024853,43,44201
Glenn.344,3/1/2018,0.028412,36,44201
Glenn.444,4/1/2018,0.034588,40,44201
Glenn.544,5/1/2018,0.032769,35,44201
Glenn.644,6/1/2018,0.031176,40,44201
Glenn.744,7/1/2018,0.028118,35,44201
Glenn.844,8/1/2018,0.0312245,55,44201
Glenn.944,9/1/2018,0.0289115,42,44201
Glenn.1044,10/1/2018,0.024882,35,44201
Glenn.1144,11/1/2018,0.018706,58.5,44201
Glenn.1244,12/1/2018,0.014235,47.5,44201
Humboldt.164,1/1/2018,0.012441,52,44201
Humboldt.244,2/1/2018,0.0233235,40.5,44201
Humboldt.344,3/1/2018,0.026765,35,44201
Humboldt.444,4/1/2018,0.0328825,38,44201
Humboldt.544,5/1/2018,0.031353,34,44201
Humboldt.644,6/1/2018,0.0294415,40,44201
Humboldt.744,7/1/2018,0.025647,35,44201
Humboldt.844,8/1/2018,0.0283235,55,44201
Humboldt.944,9/1/2018,0.0269705,41,44201
Humboldt.1044,10/1/2018,0.023059,33,44201
Humboldt.1144,11/1/2018,0.017647,58.5,44201
Humboldt.1244,12/1/2018,0.013059,47.5,44201
Imperial.164,1/1/2018,0.012529,52,44201
Imperial.244,2/1/2018,0.0240295,40,44201
Imperial.344,3/1/2018,0.027235,35,44201
Imperial.444,4/1/2018,0.0333235,38,44201
Imperial.544,5/1/2018,0.031294,32,44201
Imperial.644,6/1/2018,0.0280295,40,44201
Imperial.744,7/1/2018,0.023824,35,44201
Imperial.844,8/1/2018,0.025176,54,44201
Imperial.944,9/1/2018,0.0256175,42,44201
Imperial.1044,10/1/2018,0.021765,33,44201
Imperial.1144,11/1/2018,0.0176765,57,44201
Imperial.1244,12/1/2018,0.013118,43.5,44201
Inyo.164,1/1/2018,0.012765,51,44201
Inyo.244,2/1/2018,0.024118,37,44201
Inyo.344,3/1/2018,0.027706,35,44201
Inyo.444,4/1/2018,0.034235,39,44201
Inyo.544,5/1/2018,0.032118,34,44201
Inyo.644,6/1/2018,0.029824,40,44201
Inyo.744,7/1/2018,0.02575,34,44201
Inyo.844,8/1/2018,0.029,53,44201
Inyo.944,9/1/2018,0.027529,42,44201
Inyo.1044,10/1/2018,0.023824,33,44201
Inyo.1144,11/1/2018,0.017647,55,44201
Inyo.1244,12/1/2018,0.013588,40,44201
Kern.164,1/1/2018,0.012765,53,44201
Kern.244,2/1/2018,0.024118,42,44201
Kern.344,3/1/2018,0.027706,35,44201
Kern.444,4/1/2018,0.034235,39,44201
Kern.544,5/1/2018,0.032118,34,44201
Kern.644,6/1/2018,0.029824,40,44201
Kern.744,7/1/2018,0.02575,35,44201
Kern.844,8/1/2018,0.029,54,44201
Kern.944,9/1/2018,0.027529,42,44201
Kern.1044,10/1/2018,0.023824,35,44201
Kern.1144,11/1/2018,0.017647,58.5,44201
Kern.1244,12/1/2018,0.013588,45.5,44201
Kings.164,1/1/2018,0.012588,51,44201
Kings.244,2/1/2018,0.024118,37,44201
Kings.344,3/1/2018,0.027471,35,44201
Kings.444,4/1/2018,0.0338825,39,44201
Kings.544,5/1/2018,0.032,34,44201
