County,Year-Month,Value,AQI,Pollutant
Nevada.531,5/1/2015,3.782609,38,42602
Nevada.631,6/1/2015,5.352174,33,42602
Nevada.731,7/1/2015,4.0652175,27,42602
Nevada.831,8/1/2015,4.880435,33,42602
Nevada.931,9/1/2015,8.747826,34,42602
Nevada.1031,10/1/2015,10.645652,33,42602
Nevada.1131,11/1/2015,14.0070155,43,42602
Nevada.1231,12/1/2015,13.6847825,44,42602
Orange.151,1/1/2015,15.334783,69,42602
Orange.231,2/1/2015,10.1543475,43,42602
Orange.331,3/1/2015,9.043478,36,42602
Orange.431,4/1/2015,5.582609,43,42602
Orange.531,5/1/2015,3.591304,39,42602
Orange.631,6/1/2015,5.0444665,37,42602
Orange.731,7/1/2015,3.913043,31,42602
Orange.831,8/1/2015,4.631579,34.5,42602
Orange.931,9/1/2015,7.8978265,36,42602
Orange.1031,10/1/2015,9.808696,34,42602
Orange.1131,11/1/2015,12.265217,39,42602
Orange.1231,12/1/2015,11.513043,39,42602
Placer.151,1/1/2015,17.0478265,72,42602
Placer.231,2/1/2015,11.035672,44,42602
Placer.331,3/1/2015,10.6,35,42602
Placer.431,4/1/2015,5.708696,42,42602
Placer.531,5/1/2015,3.63913,38,42602
Placer.631,6/1/2015,5.086957,34,42602
Placer.731,7/1/2015,3.871739,28,42602
Placer.831,8/1/2015,4.473913,34,42602
Placer.931,9/1/2015,7.808696,35,42602
Placer.1031,10/1/2015,9.969565,34,42602
Placer.1131,11/1/2015,12.921739,43,42602
Placer.1231,12/1/2015,13.0065215,45,42602
Plumas.151,1/1/2015,16.46087,73.5,42602
Plumas.231,2/1/2015,10.7630435,46,42602
Plumas.331,3/1/2015,9.73913,34,42602
Plumas.431,4/1/2015,5.652174,41,42602
Plumas.531,5/1/2015,3.5130435,35,42602
Plumas.631,6/1/2015,4.95,32,42602
Plumas.731,7/1/2015,3.647826,25,42602
Plumas.831,8/1/2015,4.369565,35,42602
Plumas.931,9/1/2015,7.695652,35,42602
Plumas.1031,10/1/2015,9.917589,36,42602
Plumas.1131,11/1/2015,12.9,45,42602
Plumas.1231,12/1/2015,12.604348,48,42602
Riverside.151,1/1/2015,15.869565,69,42602
Riverside.231,2/1/2015,10.4891305,43,42602
Riverside.331,3/1/2015,9.591304,36,42602
Riverside.431,4/1/2015,5.7333995,43,42602
Riverside.531,5/1/2015,3.656522,39,42602
Riverside.631,6/1/2015,5.104348,36,42602
Riverside.731,7/1/2015,3.934783,31,42602
Riverside.831,8/1/2015,4.6599805,34.5,42602
Riverside.931,9/1/2015,8.130435,36,42602
Riverside.1031,10/1/2015,9.980435,34,42602
Riverside.1131,11/1/2015,12.543478,39,42602
Riverside.1231,12/1/2015,11.894737,39,42602
Sacramento.151,1/1/2015,16.756522,70,42602
Sacramento.231,2/1/2015,10.884783,43,42602
Sacramento.331,3/1/2015,9.778261,36,42602
Sacramento.431,4/1/2015,5.8213045,42,42602
Sacramento.531,5/1/2015,3.652174,38,42602
Sacramento.631,6/1/2015,5.104348,35,42602
Sacramento.731,7/1/2015,3.869565,30,42602
Sacramento.831,8/1/2015,4.552174,33,42602
Sacramento.931,9/1/2015,8.056522,35,42602
Sacramento.1031,10/1/2015,9.969565,34,42602
Sacramento.1131,11/1/2015,12.969565,41,42602
Sacramento.1231,12/1/2015,12.895652,41,42602
San Benito.151,1/1/2015,16.46087,72,42602
San Benito.231,2/1/2015,10.7630435,45,42602
San Benito.331,3/1/2015,9.73913,35,42602
San Benito.431,4/1/2015,5.652174,42,42602
San Benito.531,5/1/2015,3.5130435,37,42602
San Benito.631,6/1/2015,4.95,33,42602
San Benito.731,7/1/2015,3.647826,27,42602
San Benito.831,8/1/2015,4.369565,34,42602
San Benito.931,9/1/2015,7.695652,34,42602
San Benito.1031,10/1/2015,9.917589,34,42602
San Benito.1131,11/1/2015,12.9,43,42602
San Benito.1231,12/1/2015,12.604348,45,42602
San Bernardino.151,1/1/2015,15.426087,69,42602
San Bernardino.231,2/1/2015,10.213043,43,42602
San Bernardino.331,3/1/2015,9.117391,36,42602
San Bernardino.431,4/1/2015,5.604348,43,42602
San Bernardino.531,5/1/2015,3.636364,39,42602
San Bernardino.631,6/1/2015,5.043478,37,42602
San Bernardino.731,7/1/2015,3.891304,31,42602
San Bernardino.831,8/1/2015,4.569565,34.5,42602
San Bernardino.931,9/1/2015,7.869565,36,42602
San Bernardino.1031,10/1/2015,9.808696,34,42602
San Bernardino.1131,11/1/2015,12.265217,39,42602
San Bernardino.1231,12/1/2015,11.513043,39,42602
San Diego.151,1/1/2015,17.4934785,71,42602
San Diego.231,2/1/2015,11.5847825,44,42602
San Diego.331,3/1/2015,10.934783,35,42602
San Diego.431,4/1/2015,6.478261,42,42602
San Diego.531,5/1/2015,3.782609,38,42602
San Diego.631,6/1/2015,5.352174,34,42602
San Diego.731,7/1/2015,4.0652175,29,42602
San Diego.831,8/1/2015,4.880435,34,42602
San Diego.931,9/1/2015,8.747826,35,42602
San Diego.1031,10/1/2015,10.645652,34,42602
San Diego.1131,11/1/2015,14.0070155,42,42602
San Diego.1231,12/1/2015,13.6847825,43,42602
San Francisco.151,1/1/2015,16.666667,70,42602
San Francisco.231,2/1/2015,10.934783,43,42602
San Francisco.331,3/1/2015,9.94,35,42602
San Francisco.431,4/1/2015,6.004348,42,42602
San Francisco.531,5/1/2015,3.704348,38,42602
San Francisco.631,6/1/2015,5.217391,34,42602
San Francisco.731,7/1/2015,3.943478,28,42602
San Francisco.831,8/1/2015,4.659091,33,42602
San Francisco.931,9/1/2015,8.234783,35,42602
San Francisco.1031,10/1/2015,10.108696,33,42602
San Francisco.1131,11/1/2015,12.954348,41,42602
San Francisco.1231,12/1/2015,12.617391,41,42602
San Joaquin.151,1/1/2015,15.882609,70,42602
San Joaquin.231,2/1/2015,10.447826,43,42602
San Joaquin.331,3/1/2015,9.543478,36,42602
San Joaquin.431,4/1/2015,5.7333995,43,42602
San Joaquin.531,5/1/2015,3.643478,39,42602
San Joaquin.631,6/1/2015,5.086957,36,42602
San Joaquin.731,7/1/2015,3.913043,31,42602
San Joaquin.831,8/1/2015,4.569565,34,42602
San Joaquin.931,9/1/2015,7.973913,36,42602
San Joaquin.1031,10/1/2015,9.969565,34,42602
San Joaquin.1131,11/1/2015,12.591304,39,42602
San Joaquin.1231,12/1/2015,11.926087,40,42602
San Luis Obispo.151,1/1/2015,15.902174,74.5,42602
San Luis Obispo.231,2/1/2015,10.4130435,47,42602
San Luis Obispo.331,3/1/2015,9.5081025,35,42602
San Luis Obispo.431,4/1/2015,5.495652,42,42602
San Luis Obispo.531,5/1/2015,3.413043,38,42602
San Luis Obispo.631,6/1/2015,4.978261,34,42602
San Luis Obispo.731,7/1/2015,3.6065215,29,42602
San Luis Obispo.831,8/1/2015,4.2155135,35,42602
San Luis Obispo.931,9/1/2015,7.578261,36,42602
San Luis Obispo.1031,10/1/2015,9.73913,37,42602
San Luis Obispo.1131,11/1/2015,12.591304,47,42602
San Luis Obispo.1231,12/1/2015,12.2891305,50,42602
San Mateo.151,1/1/2015,16.865217,71,42602
San Mateo.231,2/1/2015,11.028261,44,42602
San Mateo.331,3/1/2015,10.052632,35,42602
San Mateo.431,4/1/2015,5.8669565,42,42602
San Mateo.531,5/1/2015,3.654348,38,42602
San Mateo.631,6/1/2015,5.1173915,34,42602
San Mateo.731,7/1/2015,3.869565,28,42602
San Mateo.831,8/1/2015,4.569565,34,42602
San Mateo.931,9/1/2015,8.130435,35,42602
San Mateo.1031,10/1/2015,10.008696,34,42602
San Mateo.1131,11/1/2015,12.978261,42,42602
San Mateo.1231,12/1/2015,12.969565,44,42602
Santa Barbara.151,1/1/2015,16.695652,72,42602
Santa Barbara.231,2/1/2015,10.586957,45,42602
Santa Barbara.331,3/1/2015,10.126087,35,42602
Santa Barbara.431,4/1/2015,5.586957,42,42602
Santa Barbara.531,5/1/2015,3.508696,37,42602
Santa Barbara.631,6/1/2015,5.0844865,33,42602
Santa Barbara.731,7/1/2015,3.869565,27,42602
Santa Barbara.831,8/1/2015,4.513043,35,42602
Santa Barbara.931,9/1/2015,7.6565215,35,42602
Santa Barbara.1031,10/1/2015,9.7133395,36,42602
Santa Barbara.1131,11/1/2015,12.643478,43,42602
Santa Barbara.1231,12/1/2015,12.678261,46,42602
Santa Clara.151,1/1/2015,16.756522,70,42602
Santa Clara.231,2/1/2015,10.884783,43,42602
Santa Clara.331,3/1/2015,9.778261,35,42602
Santa Clara.431,4/1/2015,5.8213045,42,42602
Santa Clara.531,5/1/2015,3.652174,38,42602
Santa Clara.631,6/1/2015,5.104348,34,42602
Santa Clara.731,7/1/2015,3.869565,28,42602
Santa Clara.831,8/1/2015,4.552174,34,42602
Santa Clara.931,9/1/2015,8.056522,35,42602
Santa Clara.1031,10/1/2015,9.969565,33.5,42602
Santa Clara.1131,11/1/2015,12.969565,39,42602
Santa Clara.1231,12/1/2015,12.895652,40,42602
Santa Cruz.151,1/1/2015,17.4934785,71,42602
Santa Cruz.231,2/1/2015,11.5847825,44,42602
Santa Cruz.331,3/1/2015,10.934783,35,42602
Santa Cruz.431,4/1/2015,6.373913,42,42602
Santa Cruz.531,5/1/2015,3.7152175,37,42602
Santa Cruz.631,6/1/2015,5.3369565,33,42602
Santa Cruz.731,7/1/2015,3.972727,27,42602
Santa Cruz.831,8/1/2015,4.83913,33,42602
Santa Cruz.931,9/1/2015,8.586957,34,42602
Santa Cruz.1031,10/1/2015,10.530435,33,42602
Santa Cruz.1131,11/1/2015,13.7490115,42,42602
Santa Cruz.1231,12/1/2015,13.6847825,43,42602
Shasta.151,1/1/2015,16.956522,75,42602
Shasta.231,2/1/2015,11.026087,46,42602
Shasta.331,3/1/2015,10.408696,34,42602
Shasta.431,4/1/2015,5.736364,41,42602
Shasta.531,5/1/2015,3.652174,37,42602
Shasta.631,6/1/2015,5.1545455,33,42602
Shasta.731,7/1/2015,3.921739,26.5,42602
Shasta.831,8/1/2015,4.569565,38,42602
Shasta.931,9/1/2015,7.876087,40,42602
Shasta.1031,10/1/2015,9.969565,38,42602
Shasta.1131,11/1/2015,12.921739,48,42602
Shasta.1231,12/1/2015,12.895652,50.5,42602
Sierra.151,1/1/2015,17.4391305,73.5,42602
Sierra.231,2/1/2015,11.402778,46,42602
Sierra.331,3/1/2015,10.675,35,42602
Sierra.431,4/1/2015,6.252174,42,42602
Sierra.531,5/1/2015,3.773913,38,42602
Sierra.631,6/1/2015,5.2391305,34.5,42602
Sierra.731,7/1/2015,3.952174,29,42602
Sierra.831,8/1/2015,4.730435,35,42602
Sierra.931,9/1/2015,8.473913,35,42602
Sierra.1031,10/1/2015,10.36087,36,42602
Sierra.1131,11/1/2015,13.79249,45,42602
Sierra.1231,12/1/2015,13.547826,48,42602
Siskiyou.151,1/1/2015,17.113043,74.5,42602
Siskiyou.231,2/1/2015,11.1913045,47,42602
Siskiyou.331,3/1/2015,10.63913,35,42602
Siskiyou.431,4/1/2015,6.047826,42,42602
Siskiyou.531,5/1/2015,3.647826,38,42602
Siskiyou.631,6/1/2015,5.226087,34.5,42602
Siskiyou.731,7/1/2015,3.9021735,29,42602
Siskiyou.831,8/1/2015,4.652174,35,42602
Siskiyou.931,9/1/2015,8.252174,40,42602
Siskiyou.1031,10/1/2015,10.128261,37,42602
Siskiyou.1131,11/1/2015,13.23913,47,42602
Siskiyou.1231,12/1/2015,13.109091,50,42602
Solano.151,1/1/2015,15.882609,70,42602
Solano.231,2/1/2015,10.447826,43,42602
Solano.331,3/1/2015,9.543478,36,42602
Solano.431,4/1/2015,5.7333995,42,42602
Solano.531,5/1/2015,3.643478,38,42602
Solano.631,6/1/2015,5.086957,35,42602
Solano.731,7/1/2015,3.913043,30,42602
Solano.831,8/1/2015,4.569565,34,42602
Solano.931,9/1/2015,7.973913,35,42602
Solano.1031,10/1/2015,9.969565,34,42602
Solano.1131,11/1/2015,12.591304,39,42602
Solano.1231,12/1/2015,11.926087,40,42602
Sonoma.151,1/1/2015,17.0478265,71,42602
Sonoma.231,2/1/2015,11.035672,44,42602
Sonoma.331,3/1/2015,10.6,35,42602
Sonoma.431,4/1/2015,5.708696,42,42602
Sonoma.531,5/1/2015,3.63913,37,42602
Sonoma.631,6/1/2015,5.086957,33,42602
Sonoma.731,7/1/2015,3.871739,27,42602
Sonoma.831,8/1/2015,4.473913,34,42602
Sonoma.931,9/1/2015,7.808696,34,42602
Sonoma.1031,10/1/2015,9.969565,34,42602
Sonoma.1131,11/1/2015,12.921739,42,42602
Sonoma.1231,12/1/2015,13.0065215,44,42602
Stanislaus.151,1/1/2015,17.113043,72,42602
Stanislaus.231,2/1/2015,11.1913045,44,42602
Stanislaus.331,3/1/2015,10.63913,35,42602
Stanislaus.431,4/1/2015,6.047826,42,42602
Stanislaus.531,5/1/2015,3.647826,37,42602
Stanislaus.631,6/1/2015,5.226087,33,42602
Stanislaus.731,7/1/2015,3.9021735,27,42602
Stanislaus.831,8/1/2015,4.652174,35,42602
Stanislaus.931,9/1/2015,8.252174,35,42602
Stanislaus.1031,10/1/2015,10.128261,35,42602
Stanislaus.1131,11/1/2015,13.23913,43,42602
Stanislaus.1231,12/1/2015,13.109091,45,42602
Sutter.151,1/1/2015,17.443478,72,42602
Sutter.231,2/1/2015,11.3543475,44,42602
Sutter.331,3/1/2015,10.721739,35,42602
Sutter.431,4/1/2015,6.373913,42,42602
Sutter.531,5/1/2015,3.768182,38,42602
Sutter.631,6/1/2015,5.286957,34,42602
Sutter.731,7/1/2015,4.0065215,29,42602
Sutter.831,8/1/2015,4.7347825,35,42602
Sutter.931,9/1/2015,8.473913,35,42602
Sutter.1031,10/1/2015,10.447826,35,42602
Sutter.1131,11/1/2015,13.413043,43,42602
Sutter.1231,12/1/2015,13.408696,45,42602
Tehama.151,1/1/2015,16.956522,70,42602
Tehama.231,2/1/2015,11.026087,43,42602
Tehama.331,3/1/2015,10.408696,36,42602
Tehama.431,4/1/2015,5.736364,43,42602
Tehama.531,5/1/2015,3.652174,39,42602
Tehama.631,6/1/2015,5.1545455,37,42602
Tehama.731,7/1/2015,3.921739,31,42602
Tehama.831,8/1/2015,4.569565,35,42602
Tehama.931,9/1/2015,7.876087,36,42602
Tehama.1031,10/1/2015,9.969565,35,42602
Tehama.1131,11/1/2015,12.921739,42,42602
Tehama.1231,12/1/2015,12.895652,43,42602
Trinity.151,1/1/2015,17.0478265,75,42602
Trinity.231,2/1/2015,11.035672,46,42602
Trinity.331,3/1/2015,10.6,34,42602
Trinity.431,4/1/2015,5.708696,41,42602
Trinity.531,5/1/2015,3.63913,36,42602
Trinity.631,6/1/2015,5.086957,31,42602
Trinity.731,7/1/2015,3.871739,26,42602
Trinity.831,8/1/2015,4.473913,38,42602
Trinity.931,9/1/2015,7.808696,40,42602
Trinity.1031,10/1/2015,9.969565,38,42602
Trinity.1131,11/1/2015,12.921739,48,42602
Trinity.1231,12/1/2015,13.0065215,50.5,42602
Tulare.151,1/1/2015,17.5,70,42602
Tulare.231,2/1/2015,11.5326085,44,42602
Tulare.331,3/1/2015,10.717391,35,42602
Tulare.431,4/1/2015,6.421739,42,42602
Tulare.531,5/1/2015,3.815415,38,42602
Tulare.631,6/1/2015,5.3369565,33,42602
Tulare.731,7/1/2015,4.073913,27,42602
Tulare.831,8/1/2015,4.873913,34,42602
Tulare.931,9/1/2015,8.721739,34,42602
Tulare.1031,10/1/2015,10.586957,33,42602
Tulare.1131,11/1/2015,13.873913,41,42602
Tulare.1231,12/1/2015,13.669565,42,42602
Tuolumne.151,1/1/2015,17.0652175,74,42602
Tuolumne.231,2/1/2015,11.0630435,47,42602
Tuolumne.331,3/1/2015,10.6347825,35,42602
Tuolumne.431,4/1/2015,6.1,42.5,42602
Tuolumne.531,5/1/2015,3.677494,38,42602
Tuolumne.631,6/1/2015,5.2391305,35,42602
Tuolumne.731,7/1/2015,3.913043,30,42602
Tuolumne.831,8/1/2015,4.630435,36.5,42602
Tuolumne.931,9/1/2015,8.252174,36,42602
Tuolumne.1031,10/1/2015,10.152174,37,42602
Tuolumne.1131,11/1/2015,13.16087,47,42602
Tuolumne.1231,12/1/2015,13.208696,49,42602
Ventura.151,1/1/2015,16.952174,71,42602
Ventura.231,2/1/2015,10.967112,44,42602
Ventura.331,3/1/2015,9.830435,35,42602
Ventura.431,4/1/2015,5.931818,42,42602
Ventura.531,5/1/2015,3.66087,38,42602
Ventura.631,6/1/2015,5.171739,34,42602
Ventura.731,7/1/2015,3.921739,29,42602
Ventura.831,8/1/2015,4.630435,34,42602
Ventura.931,9/1/2015,8.1630435,35,42602
Ventura.1031,10/1/2015,9.982609,34,42602
Ventura.1131,11/1/2015,13.123913,42,42602
Ventura.1231,12/1/2015,13,43.5,42602
Yolo.151,1/1/2015,16.865217,70,42602
Yolo.231,2/1/2015,11.045652,43,42602
Yolo.331,3/1/2015,10.182411,36,42602
Yolo.431,4/1/2015,6.1086955,43,42602
Yolo.531,5/1/2015,3.76087,38,42602
Yolo.631,6/1/2015,5.26087,36,42602
Yolo.731,7/1/2015,4.0086955,30,42602
Yolo.831,8/1/2015,4.741304,34,42602
Yolo.931,9/1/2015,8.445455,35.5,42602
Yolo.1031,10/1/2015,10.219565,34,42602
Yolo.1131,11/1/2015,13.1173915,39,42602
Yolo.1231,12/1/2015,12.895455,40,42602
Yuba.151,1/1/2015,17.443478,72,42602
Yuba.231,2/1/2015,11.3543475,44,42602
Yuba.331,3/1/2015,10.721739,35,42602
Yuba.431,4/1/2015,6.373913,42,42602
Yuba.531,5/1/2015,3.768182,38,42602
Yuba.631,6/1/2015,5.286957,34,42602
Yuba.731,7/1/2015,4.0065215,29,42602
Yuba.831,8/1/2015,4.7347825,35,42602
Yuba.931,9/1/2015,8.473913,35,42602
Yuba.1031,10/1/2015,10.447826,35,42602
Yuba.1131,11/1/2015,13.413043,43,42602
Yuba.1231,12/1/2015,13.408696,45,42602
Alameda.161,1/1/2015,0.008765,70,44201
Alameda.241,2/1/2015,0.0194415,43,44201
Alameda.341,3/1/2015,0.026882,35,44201
Alameda.441,4/1/2015,0.035882,42,44201
Alameda.541,5/1/2015,0.036294,38,44201
Alameda.641,6/1/2015,0.029706,34,44201
Alameda.741,7/1/2015,0.024357,28,44201
Alameda.841,8/1/2015,0.026706,33,44201
Alameda.941,9/1/2015,0.028,35,44201
Alameda.1041,10/1/2015,0.025765,33,44201
Alameda.1141,11/1/2015,0.016294,41,44201
Alameda.1241,12/1/2015,0.016059,41,44201
Alpine.161,1/1/2015,0.0087355,72,44201
Alpine.241,2/1/2015,0.019235,44,44201
Alpine.341,3/1/2015,0.027235,35,44201
Alpine.441,4/1/2015,0.036353,42,44201
Alpine.541,5/1/2015,0.036588,38,44201
Alpine.641,6/1/2015,0.030059,34,44201
Alpine.741,7/1/2015,0.024529,29,44201
Alpine.841,8/1/2015,0.027059,35,44201
Alpine.941,9/1/2015,0.028353,35,44201
Alpine.1041,10/1/2015,0.026176,35,44201
Alpine.1141,11/1/2015,0.016176,43,44201
Alpine.1241,12/1/2015,0.015882,45,44201
Amador.161,1/1/2015,0.008765,71,44201
Amador.241,2/1/2015,0.0194415,44,44201
Amador.341,3/1/2015,0.026882,35,44201
Amador.441,4/1/2015,0.035882,42,44201
Amador.541,5/1/2015,0.036294,38,44201
Amador.641,6/1/2015,0.029706,34,44201
Amador.741,7/1/2015,0.024357,28,44201
Amador.841,8/1/2015,0.026706,34,44201
Amador.941,9/1/2015,0.028,35,44201
Amador.1041,10/1/2015,0.025765,34,44201
Amador.1141,11/1/2015,0.016294,42,44201
Amador.1241,12/1/2015,0.016059,44,44201
Butte.161,1/1/2015,0.0087355,74.5,44201
Butte.241,2/1/2015,0.019235,47,44201
Butte.341,3/1/2015,0.027235,35,44201
Butte.441,4/1/2015,0.036353,42,44201
Butte.541,5/1/2015,0.036588,38,44201
Butte.641,6/1/2015,0.030059,34,44201
Butte.741,7/1/2015,0.024529,29,44201
Butte.841,8/1/2015,0.027059,35,44201
Butte.941,9/1/2015,0.028353,36,44201
Butte.1041,10/1/2015,0.026176,37,44201
Butte.1141,11/1/2015,0.016176,47,44201
Butte.1241,12/1/2015,0.015882,50,44201
Calaveras.161,1/1/2015,0.008765,72,44201
Calaveras.241,2/1/2015,0.019,44,44201
Calaveras.341,3/1/2015,0.0264705,35,44201
Calaveras.441,4/1/2015,0.035706,42,44201
Calaveras.541,5/1/2015,0.036176,38,44201
Calaveras.641,6/1/2015,0.029706,34,44201
Calaveras.741,7/1/2015,0.024353,28,44201
Calaveras.841,8/1/2015,0.026647,34,44201
Calaveras.941,9/1/2015,0.028,35,44201
Calaveras.1041,10/1/2015,0.025588,34,44201
Calaveras.1141,11/1/2015,0.0162645,43,44201
Calaveras.1241,12/1/2015,0.015882,45,44201
Colusa.161,1/1/2015,0.008765,72,44201
Colusa.241,2/1/2015,0.019,45,44201
Colusa.341,3/1/2015,0.0264705,35,44201
Colusa.441,4/1/2015,0.035706,42,44201
Colusa.541,5/1/2015,0.036176,38,44201
Colusa.641,6/1/2015,0.029706,34,44201
Colusa.741,7/1/2015,0.024353,28,44201
Colusa.841,8/1/2015,0.026647,34,44201
Colusa.941,9/1/2015,0.028,35,44201
Colusa.1041,10/1/2015,0.025588,34,44201
Colusa.1141,11/1/2015,0.0162645,43,44201
Colusa.1241,12/1/2015,0.015882,45,44201
Contra Costa.161,1/1/2015,0.008824,70,44201
Contra Costa.241,2/1/2015,0.0195,43,44201
Contra Costa.341,3/1/2015,0.027235,36,44201
Contra Costa.441,4/1/2015,0.036118,42,44201
Contra Costa.541,5/1/2015,0.036529,38,44201
Contra Costa.641,6/1/2015,0.030235,35,44201
Contra Costa.741,7/1/2015,0.024824,30,44201
Contra Costa.841,8/1/2015,0.027147,34,44201
Contra Costa.941,9/1/2015,0.028471,35,44201
Contra Costa.1041,10/1/2015,0.026176,34,44201
Contra Costa.1141,11/1/2015,0.0167945,39,44201
Contra Costa.1241,12/1/2015,0.016235,40,44201
Del Norte.161,1/1/2015,0.008824,75,44201
Del Norte.241,2/1/2015,0.018588,45,44201
Del Norte.341,3/1/2015,0.026118,35,44201
Del Norte.441,4/1/2015,0.035706,42,44201
Del Norte.541,5/1/2015,0.036176,38,44201
Del Norte.641,6/1/2015,0.0300295,34.5,44201
Del Norte.741,7/1/2015,0.0244415,29,44201
Del Norte.841,8/1/2015,0.026647,37,44201
Del Norte.941,9/1/2015,0.028294,36,44201
Del Norte.1041,10/1/2015,0.0260585,37,44201
Del Norte.1141,11/1/2015,0.0162645,48,44201
Del Norte.1241,12/1/2015,0.015882,50,44201
El Dorado.161,1/1/2015,0.008706,72,44201
El Dorado.241,2/1/2015,0.019,45,44201
El Dorado.341,3/1/2015,0.026294,35,44201
El Dorado.441,4/1/2015,0.035647,42,44201
El Dorado.541,5/1/2015,0.036176,37,44201
El Dorado.641,6/1/2015,0.029118,33,44201
El Dorado.741,7/1/2015,0.024059,27,44201
El Dorado.841,8/1/2015,0.026588,34,44201
El Dorado.941,9/1/2015,0.027824,34,44201
El Dorado.1041,10/1/2015,0.024765,34,44201
El Dorado.1141,11/1/2015,0.0159115,43,44201
El Dorado.1241,12/1/2015,0.015647,45,44201
Fresno.161,1/1/2015,0.0085,71,44201
Fresno.241,2/1/2015,0.019235,44,44201
Fresno.341,3/1/2015,0.0267945,35,44201
Fresno.441,4/1/2015,0.035853,42,44201
Fresno.541,5/1/2015,0.036235,37,44201
Fresno.641,6/1/2015,0.029176,33,44201
Fresno.741,7/1/2015,0.024118,27,44201
Fresno.841,8/1/2015,0.026647,33,44201
Fresno.941,9/1/2015,0.027941,34,44201
Fresno.1041,10/1/2015,0.0255585,33,44201
Fresno.1141,11/1/2015,0.016235,42,44201
Fresno.1241,12/1/2015,0.015706,43,44201
Glenn.161,1/1/2015,0.009176,74,44201
Glenn.241,2/1/2015,0.0191765,44,44201
Glenn.341,3/1/2015,0.0273235,36,44201
Glenn.441,4/1/2015,0.0366765,43,44201
Glenn.541,5/1/2015,0.037,39,44201
Glenn.641,6/1/2015,0.031118,37,44201
Glenn.741,7/1/2015,0.025412,31,44201
Glenn.841,8/1/2015,0.0275585,34.5,44201
Glenn.941,9/1/2015,0.029706,36,44201
Glenn.1041,10/1/2015,0.027294,36,44201
Glenn.1141,11/1/2015,0.0170295,45,44201
Glenn.1241,12/1/2015,0.016412,49,44201
Humboldt.161,1/1/2015,0.008824,75,44201
Humboldt.241,2/1/2015,0.018588,46,44201
Humboldt.341,3/1/2015,0.026118,35,44201
Humboldt.441,4/1/2015,0.035706,42,44201
Humboldt.541,5/1/2015,0.036176,38,44201
Humboldt.641,6/1/2015,0.0300295,34.5,44201
Humboldt.741,7/1/2015,0.0244415,29,44201
Humboldt.841,8/1/2015,0.026647,38,44201
Humboldt.941,9/1/2015,0.028294,37,44201
Humboldt.1041,10/1/2015,0.0260585,38,44201
Humboldt.1141,11/1/2015,0.0162645,48,44201
Humboldt.1241,12/1/2015,0.015882,50.5,44201
Imperial.161,1/1/2015,0.008824,74.5,44201
Imperial.241,2/1/2015,0.018588,47,44201
Imperial.341,3/1/2015,0.0254415,34,44201
Imperial.441,4/1/2015,0.0344705,41,44201
Imperial.541,5/1/2015,0.035706,35.5,44201
Imperial.641,6/1/2015,0.028147,32,44201
Imperial.741,7/1/2015,0.023059,25,44201
Imperial.841,8/1/2015,0.025706,35,44201
Imperial.941,9/1/2015,0.026353,36,44201
Imperial.1041,10/1/2015,0.023176,37,44201
Imperial.1141,11/1/2015,0.015794,47,44201
Imperial.1241,12/1/2015,0.014706,50,44201
Inyo.161,1/1/2015,0.0087355,71,44201
Inyo.241,2/1/2015,0.019235,44,44201
Inyo.341,3/1/2015,0.027235,35,44201
Inyo.441,4/1/2015,0.036353,42,44201
Inyo.541,5/1/2015,0.036588,38,44201
Inyo.641,6/1/2015,0.030059,34,44201
Inyo.741,7/1/2015,0.024529,29,44201
Inyo.841,8/1/2015,0.027059,34,44201
Inyo.941,9/1/2015,0.028353,35,44201
Inyo.1041,10/1/2015,0.026176,34,44201
Inyo.1141,11/1/2015,0.016176,42,44201
Inyo.1241,12/1/2015,0.015882,43,44201
Kern.161,1/1/2015,0.0087355,74,44201
Kern.241,2/1/2015,0.019235,47,44201
Kern.341,3/1/2015,0.027235,35,44201
Kern.441,4/1/2015,0.036353,42,44201
Kern.541,5/1/2015,0.036588,38,44201
Kern.641,6/1/2015,0.030059,34,44201
Kern.741,7/1/2015,0.024529,29,44201
Kern.841,8/1/2015,0.027059,36.5,44201
Kern.941,9/1/2015,0.028353,36,44201
Kern.1041,10/1/2015,0.026176,37,44201
Kern.1141,11/1/2015,0.016176,47,44201
Kern.1241,12/1/2015,0.015882,49,44201
Kings.161,1/1/2015,0.0085,70,44201
Kings.241,2/1/2015,0.019235,44,44201
Kings.341,3/1/2015,0.0267945,35,44201
Kings.441,4/1/2015,0.035853,42,44201
Kings.541,5/1/2015,0.036235,37,44201
Kings.641,6/1/2015,0.029176,33,44201
Kings.741,7/1/2015,0.024118,27,44201
Kings.841,8/1/2015,0.026647,34,44201
Kings.941,9/1/2015,0.027941,34,44201
Kings.1041,10/1/2015,0.0255585,33,44201
Kings.1141,11/1/2015,0.016235,41,44201
Kings.1241,12/1/2015,0.015706,42,44201
Lake.161,1/1/2015,0.008824,70,44201
Lake.241,2/1/2015,0.019235,44,44201
Lake.341,3/1/2015,0.027,35,44201
Lake.441,4/1/2015,0.0362645,42,44201
Lake.541,5/1/2015,0.036412,38,44201
Lake.641,6/1/2015,0.029588,33,44201
Lake.741,7/1/2015,0.024176,27,44201
Lake.841,8/1/2015,0.026706,34,44201
Lake.941,9/1/2015,0.028235,34,44201
Lake.1041,10/1/2015,0.0257945,33,44201
Lake.1141,11/1/2015,0.016294,41,44201
